0, 0, 185, 90, 51, 45, 49
0, 0, 185, 91, 50, 44, 50
0, 0, 185, 92, 41, 40, 49
0, 0, 185, 93, 24, 23, 32
0, 0, 185, 94, 0, 0, 6
0, 0, 185, 95, 0, 0, 0
0, 0, 185, 96, 34, 36, 51
0, 0, 185, 97, 118, 128, 135
0, 0, 185, 98, 65, 75, 94
0, 0, 185, 99, 57, 72, 85
0, 0, 185, 100, 47, 68, 86
0, 0, 185, 101, 48, 61, 75
0, 0, 185, 102, 44, 54, 73
0, 0, 185, 103, 39, 47, 62
0, 0, 185, 104, 42, 53, 79
0, 0, 185, 105, 10, 18, 33
0, 0, 185, 106, 11, 23, 44
0, 0, 185, 107, 0, 1, 18
0, 0, 185, 108, 0, 0, 0
0, 0, 185, 109, 115, 120, 127
0, 0, 186, 90, 45, 45, 47
0, 0, 186, 91, 42, 41, 41
0, 0, 186, 92, 34, 33, 42
0, 0, 186, 93, 30, 29, 31
0, 0, 186, 94, 33, 29, 32
0, 0, 186, 95, 8, 0, 0
0, 0, 186, 96, 57, 53, 58
0, 0, 186, 97, 114, 118, 113
0, 0, 186, 98, 74, 82, 90
0, 0, 186, 99, 64, 72, 87
0, 0, 186, 100, 45, 64, 84
0, 0, 186, 101, 48, 59, 71
0, 0, 186, 102, 46, 54, 73
0, 0, 186, 103, 46, 52, 70
0, 0, 186, 104, 44, 50, 68
0, 0, 186, 105, 46, 53, 66
0, 0, 186, 106, 49, 56, 67
0, 0, 186, 107, 48, 55, 66
0, 0, 186, 108, 0, 0, 0
0, 0, 186, 109, 132, 133, 137
0, 0, 187, 90, 45, 45, 47
0, 0, 187, 91, 41, 40, 40
0, 0, 187, 92, 27, 26, 35
0, 0, 187, 93, 30, 29, 31
0, 0, 187, 94, 34, 30, 33
0, 0, 187, 95, 30, 19, 19
0, 0, 187, 96, 25, 21, 26
0, 0, 187, 97, 94, 98, 93
0, 0, 187, 98, 84, 92, 100
0, 0, 187, 99, 62, 70, 85
0, 0, 187, 100, 42, 61, 81
0, 0, 187, 101, 46, 57, 69
0, 0, 187, 102, 45, 53, 72
